,Unnamed: 0,category,event_ticker,mutually_exclusive,series_ticker,strike_date,strike_period,sub_title,title,discriminator,volume
320,90,Financials,EURUSD-23MAR0810,True,EURUSD,2023-03-08T15:00:00Z,,"Mar 8, 2023 at 10am EST","What will the Euro/USD exchange rate be on Mar 8, 2023 at 10am EST?",,106043.0
321,5,Financials,WTIW-23APR21,True,WTIW,2023-04-21T18:30:00Z,,"On Apr 21, 2023","What will the West Texas Intermediate oil front-month settle price be for Apr 21, 2023?",,105692.0
322,176,Financials,EURUSD-22DEC2918,True,EURUSD,2022-12-29T23:00:00Z,,"Dec 29, 2022 at 6pm EST","What will the Euro/USD exchange rate be on Dec 29, 2022 at 6pm EST?",,105601.0
323,26,Economics,CPI-21SEP,False,CPI,,,In September 2021,Will the Consumer Price Index rise more than 0.2% in September?,,104753.0
324,333,Financials,EURUSD-22AUG17-10,True,EURUSD,,,"10 AM EDT on August 17, 2022","What will the Euro/USD exchange rate be on August 17, 2022 at 10 AM?",,104268.0
325,319,Financials,EURUSD-22AUG26-10,True,EURUSD,,,"10 AM EDT on August 26, 2022","What will the Euro/USD exchange rate be on August 26, 2022 at 10 AM?",,104073.0
326,315,Financials,USDJPY-22AUG31-10,True,USDJPY,,,"10 AM EDT on August 31, 2022","What will the Yen/USD exchange rate be on August 31, 2022 at 10 AM?",,103872.0
327,138,Financials,WTI-22SEP22,True,WTI,,,"On Sep 22, 2022","What will the West Texas Intermediate oil front-month settle price be for Sep 22, 2022?",,103539.0
328,10,Economics,CPICORE-23JAN,False,CPICORE,,January 2023,Jan 2023,What will core CPI inflation be in January?,,103538.0
329,96,Financials,WTI-22DEC05,True,WTI,,,"On Dec 5, 2022","What will the West Texas Intermediate oil front-month settle price be for Dec 5, 2022?",,103394.0
330,139,Financials,WTI-22SEP21,True,WTI,,,"On September 21, 2022","What will the West Texas Intermediate oil front-month settle price be for September 21, 2022?",,102436.0
331,16,Economics,U3-22JUL,False,U3,,,Jul 2022,What will the **unemployment rate** be in July?,,102057.0
332,252,Financials,EURUSD-22OCT2618,True,EURUSD,,,"Oct 26, 2022 at 6pm EDT","What will the Euro/USD exchange rate be on Oct 26, 2022 at 6pm EDT?",,100967.0
333,275,Financials,EURUSD-22OCT0518,True,EURUSD,,,"Oct 5, 2022 at 6pm EDT","What will the Euro/USD exchange rate be on Oct 5, 2022 at 6pm EDT?",,100870.0
334,322,Financials,USDJPY-22AUG25-18,True,USDJPY,,,"6 PM EDT on August 25, 2022","What will the Yen/USD exchange rate be on August 25, 2022 at 6 PM?",,99092.0
335,56,Economics,GAS-22APR04,False,GAS,,,"On Apr 4, 2022","What will the **price of gas** be on April 04, 2022?",,99075.0
336,1,Financials,EURO-22JUN24,True,EURO,,,"On June 24, 2022","What will the **Euro/USD exchange rate** be on June 24, 2022?",,98803.0
337,33,Financials,TNOTED-23MAR21,True,TNOTED,2023-03-21T19:25:00Z,,"On Mar 21, 2023","What will the **ten-year Treasury note** rate be on Mar 21, 2023?",,98320.0
338,16,Financials,WTIW-23JAN27,True,WTIW,2023-01-27T19:30:00Z,,"On Jan 27, 2023","What will the West Texas Intermediate oil front-month settle price be for Jan 27, 2023?",,97740.0
339,8,Economics,CPIYOY-23MAR,False,CPIYOY,,March 2023,March 2023,What will the rate of CPI inflation be for the twelve months ending Mar 2023?,,96792.0
340,0,Economics,PROLLS-23FEB,True,PROLLS,,February 2023,In February 2023,How many jobs will be added in February 2023?,,96497.0
341,291,Financials,EURUSD-22SEP2018,True,EURUSD,,,"6 PM EDT on September 20, 2022","What will the Euro/USD exchange rate be on September 20, 2022 at 6 PM?",,96173.0
342,331,Financials,USDJPY-22AUG19-10,True,USDJPY,,,"10 AM EDT on August 19, 2022","What will the Yen/USD exchange rate be on August 19, 2022 at 10 AM?",,95814.0
343,278,Financials,USDJPY-22OCT0418,True,USDJPY,,,"Oct 4, 2022 at 6pm EDT","What will the Yen/USD exchange rate be on Oct 4, 2022 at 6pm EDT?",,95732.0
344,17,Financials,WTI-23APR24,True,WTI,2023-04-24T18:30:00Z,,"On Apr 24, 2023","What will the West Texas Intermediate oil front-month settle price be for Apr 24, 2023?",,95027.0
345,45,Financials,TNOTED-23MAR06,True,TNOTED,2023-03-06T20:25:00Z,,"On Mar 6, 2023","What will the **ten-year Treasury note** rate be on Mar 6, 2023?",,94774.0
346,15,Financials,WTIW-23FEB03,True,WTIW,2023-02-03T19:30:00Z,,"On Feb 3, 2023","What will the West Texas Intermediate oil front-month settle price be for Feb 3, 2023?",,94545.0
347,11,Financials,TNOTEW-23MAR03,True,TNOTEW,2023-03-03T20:25:00Z,,"On Mar 3, 2023","What will the **ten-year Treasury note** rate be on Mar 3, 2023?",,94244.0
348,9,Financials,TNOTEW-23MAR17,True,TNOTEW,2023-03-17T19:25:00Z,,"On Mar 17, 2023","What will the **ten-year Treasury note** rate be on Mar 17, 2023?",,94200.0
349,37,Financials,WTI-23MAR20,True,WTI,2023-03-20T18:30:00Z,,"On Mar 20, 2023","What will the West Texas Intermediate oil front-month settle price be for Mar 20, 2023?",,94093.0
350,7,Economics,CPICOREYOY-23APR,False,CPICOREYOY,,April 2023,April 2023,What will the rate of core CPI inflation be for the twelve months ending Apr 2023?,,93709.0
351,313,Financials,USDJPY-22SEP01-10,True,USDJPY,,,"10 AM EDT on September 01, 2022","What will the Yen/USD exchange rate be on September 01, 2022 at 10 AM?",,92815.0
352,36,Financials,TNOTED-23MAR16,True,TNOTED,2023-03-16T19:25:00Z,,"On Mar 16, 2023","What will the **ten-year Treasury note** rate be on Mar 16, 2023?",,92326.0
353,310,Financials,USDJPY-22SEP0618,True,USDJPY,,,"6 PM EDT on September 06, 2022","What will the Yen/USD exchange rate be on September 06, 2022 at 6 PM?",,90908.0
354,165,Financials,EURUSD-23JAN0918,True,EURUSD,2023-01-09T23:00:00Z,,"Jan 9, 2023 at 6pm EST","What will the Euro/USD exchange rate be on Jan 9, 2023 at 6pm EST?",,90888.0
355,282,Financials,USDJPY-22SEP2918,True,USDJPY,,,"Sep 29, 2022 at 6pm EDT","What will the Yen/USD exchange rate be on Sep 29, 2022 at 6pm EDT?",,90284.0
356,332,Financials,USDJPY-22AUG18-18,True,USDJPY,,,"6 PM EDT on August 18, 2022","What will the Yen/USD exchange rate be on August 18, 2022 at 6 PM?",,90177.0
357,87,Economics,GAS-21AUG30,False,GAS,,,"On Aug 30, 2021",What will the price of **gas** be on August 30?,,89897.0
358,94,Financials,WTI-22DEC07,True,WTI,,,"On Dec 7, 2022","What will the West Texas Intermediate oil front-month settle price be for Dec 7, 2022?",,89145.0
359,21,Financials,WTIW-22DEC23,True,WTIW,2022-12-23T12:00:00Z,,"On Dec 23, 2022","What will the West Texas Intermediate oil front-month settle price be for Dec 23, 2022?",,88680.0
360,122,Financials,WTI-22OCT19,True,WTI,,,"On Oct 19, 2022","What will the West Texas Intermediate oil front-month settle price be for Oct 19, 2022?",,88507.0
361,3,Financials,WTIW-23MAY05,True,WTIW,2023-05-05T18:30:00Z,,"On May 5, 2023","What will the West Texas Intermediate oil front-month settle price be for May 5, 2023?",,88376.0
362,231,Financials,EURUSD-22NOV1418,True,EURUSD,,,"Nov 14, 2022 at 6pm EST","What will the Euro/USD exchange rate be on Nov 14, 2022 at 6pm EST?",,88363.0
363,201,Financials,USDJPY-22DEC1218,True,USDJPY,,,"Dec 12, 2022 at 6pm EST","What will the Yen/USD exchange rate be on Dec 12, 2022 at 6pm EST?",,88274.0
364,16,Economics,TNOTE-22FEB07,False,TNOTE,,,"On Feb 7, 2022",What will the **ten-year Treasury note** rate be on February 7?,,88214.0
365,302,Financials,EURUSD-22SEP1210,True,EURUSD,,,"10 AM EDT on September 12, 2022","What will the Euro/USD exchange rate be on September 12, 2022 at 10 AM?",,88136.0
366,159,Financials,EURUSD-23JAN1218,True,EURUSD,2023-01-12T23:00:00Z,,"Jan 12, 2023 at 6pm EST","What will the Euro/USD exchange rate be on Jan 12, 2023 at 6pm EST?",,87506.0
367,123,Financials,WTI-22OCT18,True,WTI,,,"On Oct 18, 2022","What will the West Texas Intermediate oil front-month settle price be for Oct 18, 2022?",,87272.0
368,142,Financials,WTI-22SEP16,True,WTI,,,"On September 16, 2022","What will the West Texas Intermediate oil front-month settle price be for September 16, 2022?",,86254.0
369,27,Financials,WTI-23APR05,True,WTI,2023-04-05T18:30:00Z,,"On Apr 5, 2023","What will the West Texas Intermediate oil front-month settle price be for Apr 5, 2023?",,85827.0
370,27,Financials,WTIW-22NOV04,True,WTIW,,,"On Nov 4, 2022","What will the West Texas Intermediate oil front-month settle price be for Nov 4, 2022?",,85695.0
371,188,Financials,EURUSD-22DEC2018,True,EURUSD,,,"Dec 20, 2022 at 6pm EST","What will the Euro/USD exchange rate be on Dec 20, 2022 at 6pm EST?",,85176.0
372,8,Economics,CPICOREYOY-23MAR,False,CPICOREYOY,,March 2023,March 2023,What will the rate of core CPI inflation be for the twelve months ending Mar 2023?,,84824.0
373,121,Financials,WTI-22OCT20,True,WTI,,,"On Oct 20, 2022","What will the West Texas Intermediate oil front-month settle price be for Oct 20, 2022?",,82920.0
374,1,Financials,NASDAQ100M-22JUL29,True,NASDAQ100M,,,"On July 29, 2022","What will the value of the Nasdaq-100 be at the end of July 29, 2022",,82768.0
375,127,Financials,WTI-22OCT11,True,WTI,,,"On Oct 11, 2022","What will the West Texas Intermediate oil front-month settle price be for Oct 11, 2022?",,82506.0
376,338,Financials,EURUSD-22AUG12--10,True,EURUSD,,,"10 AM EDT on August 12, 2022","What will the Euro/USD exchange rate be on August 12, 2022 at 10 AM?",,82437.0
377,252,Financials,USDJPY-22OCT2718,True,USDJPY,,,"Oct 27, 2022 at 6pm EDT","What will the Yen/USD exchange rate be on Oct 27, 2022 at 6pm EDT?",,82106.0
378,52,Economics,GAS-22MAY02,False,GAS,,,"On May 02, 2022","What will the **price of gas** be on May 02, 2022?",,82066.0
379,275,Financials,USDJPY-22OCT0618,True,USDJPY,,,"Oct 6, 2022 at 6pm EDT","What will the Yen/USD exchange rate be on Oct 6, 2022 at 6pm EDT?",,81828.0
380,326,Financials,USDJPY-22AUG23-18,True,USDJPY,,,"6 PM EDT on August 23, 2022","What will the Yen/USD exchange rate be on August 23, 2022 at 6 PM?",,81590.0
381,40,Economics,GAS-22AUG01,False,GAS,,,"On Aug 01, 2022","What will the **price of gas** be on August 01, 2022?",,81462.0
382,8,Financials,TNOTEW-23MAR24,True,TNOTEW,2023-03-24T19:25:00Z,,"On Mar 24, 2023","What will the **ten-year Treasury note** rate be on Mar 24, 2023?",,81011.0
383,101,Financials,WTI-22NOV23,True,WTI,,,"On Nov 23, 2022","What will the West Texas Intermediate oil front-month settle price be for Nov 23, 2022?",,81002.0
384,259,Financials,USDJPY-22OCT2018,True,USDJPY,,,"Oct 20, 2022 at 6pm EDT","What will the Yen/USD exchange rate be on Oct 20, 2022 at 6pm EDT?",,80816.0
385,26,Financials,WTI-23APR06,True,WTI,2023-04-06T18:30:00Z,,"On Apr 6, 2023","What will the West Texas Intermediate oil front-month settle price be for Apr 6, 2023?",,80763.0
386,11,Economics,U3-22DEC,False,U3,,December 2022,Dec 2022,What will the **unemployment rate** be in December?,,80121.0
387,49,Economics,GAS-22MAY23,False,GAS,,,"On May 23, 2022","What will the **price of gas** be on May 23, 2022?",,80053.0
388,3,Financials,WTI-23MAY16,True,WTI,2023-05-16T18:30:00Z,,"On May 16, 2023","What will the West Texas Intermediate oil front-month settle price be for May 16, 2023?",,78840.0
389,7,Financials,WTIW-23MAR31,True,WTIW,2023-03-31T18:30:00Z,,"On Mar 31, 2023","What will the West Texas Intermediate oil front-month settle price be for Mar 31, 2023?",,78555.0
390,36,Financials,WTI-23MAR21,True,WTI,2023-03-21T18:30:00Z,,"On Mar 21, 2023","What will the West Texas Intermediate oil front-month settle price be for Mar 21, 2023?",,78434.0
391,330,Financials,USDJPY-22AUG19-18,True,USDJPY,,,"6 PM EDT on August 19, 2022","What will the Yen/USD exchange rate be on August 19, 2022 at 6 PM?",,78391.0
392,161,Financials,EURUSD-23JAN1118,True,EURUSD,2023-01-11T23:00:00Z,,"Jan 11, 2023 at 6pm EST","What will the Euro/USD exchange rate be on Jan 11, 2023 at 6pm EST?",,78130.0
393,134,Financials,WTI-22SEP28,True,WTI,,,"On Sep 28, 2022","What will the West Texas Intermediate oil front-month settle price be for Sep 28, 2022?",,78094.0
394,131,Financials,WTI-22OCT04,True,WTI,,,"On Oct 4, 2022","What will the West Texas Intermediate oil front-month settle price be for Oct 4, 2022?",,78018.0
395,23,Financials,WTIW-22DEC09,True,WTIW,,,"On Dec 9, 2022","What will the West Texas Intermediate oil front-month settle price be for Dec 9, 2022?",,77649.0
396,128,Financials,USDJPY-23FEB0718,True,USDJPY,2023-02-07T23:00:00Z,,"Feb 7, 2023 at 6pm EST","What will the Yen/USD exchange rate be on Feb 7, 2023 at 6pm EST?",,77465.0
397,314,Financials,USDJPY-22AUG31-18,True,USDJPY,,,"6 PM EDT on August 31, 2022","What will the Yen/USD exchange rate be on August 31, 2022 at 6 PM?",,77135.0
398,276,Financials,EURUSD-22OCT0418,True,EURUSD,,,"Oct 4, 2022 at 6pm EDT","What will the Euro/USD exchange rate be on Oct 4, 2022 at 6pm EDT?",,77129.0
399,2,Financials,TNOTEW-23MAY12,True,TNOTEW,2023-05-12T19:25:00Z,,"On May 12, 2023","What will the **ten-year Treasury note** rate be on May 12, 2023?",,76825.0
400,245,Financials,EURUSD-22NOV0118,True,EURUSD,,,"Nov 1, 2022 at 6pm EDT","What will the Euro/USD exchange rate be on Nov 1, 2022 at 6pm EDT?",,76798.0
401,24,Financials,WTI-23APR11,True,WTI,2023-04-11T18:30:00Z,,"On Apr 11, 2023","What will the West Texas Intermediate oil front-month settle price be for Apr 11, 2023?",,76241.0
402,0,Financials,INXU-22AUG12,False,INXU,,,"On August 12, 2022","What will the value of the S&P 500 be at the end of August 12, 2022",,76107.0
403,62,Financials,WTI-23FEB06,True,WTI,2023-02-06T19:30:00Z,,"On Feb 6, 2023","What will the West Texas Intermediate oil front-month settle price be for Feb 6, 2023?",,76087.0
404,129,Financials,WTI-22OCT06,True,WTI,,,"On Oct 6, 2022","What will the West Texas Intermediate oil front-month settle price be for Oct 6, 2022?",,75602.0
405,2,Economics,PROLLS-22DEC,True,PROLLS,,December 2022,In December,How many jobs will be added in December?,,75258.0
406,271,Financials,USDJPY-22OCT1118,True,USDJPY,,,"Oct 11, 2022 at 6pm EDT","What will the Yen/USD exchange rate be on Oct 11, 2022 at 6pm EDT?",,75099.0
407,287,Financials,EURUSD-22SEP2218,True,EURUSD,,,"Sep 22, 2022 at 6pm EDT","What will the Euro/USD exchange rate be on Sep 22, 2022 at 6pm EDT?",,75009.0
408,0,Financials,NASDAQ100U-22AUG12,False,NASDAQ100U,,,"On August 12, 2022","What will the value of the Nasdaq-100 be at the end of August 12, 2022",,74052.0
409,103,Financials,WTI-22NOV21,True,WTI,,,"On Nov 21, 2022","What will the West Texas Intermediate oil front-month settle price be for Nov 21, 2022?",,73755.0
410,186,Financials,EURUSD-22DEC2118,True,EURUSD,2022-12-21T23:00:00Z,,"Dec 21, 2022 at 6pm EST","What will the Euro/USD exchange rate be on Dec 21, 2022 at 6pm EST?",,73647.0
411,299,Financials,EURUSD-22SEP1318,True,EURUSD,,,"6 PM EDT on September 13, 2022","What will the Euro/USD exchange rate be on September 13, 2022 at 6 PM?",,72240.0
412,8,Economics,PROLLS-22JUN,False,PROLLS,,,In June,How many **jobs** will be added in June?,,72060.0
413,26,Financials,WTIW-22NOV11,True,WTIW,,,"On Nov 11, 2022","What will the West Texas Intermediate oil front-month settle price be for Nov 11, 2022?",,72015.0
414,10,Financials,WTI-23MAY04,True,WTI,2023-05-04T18:30:00Z,,"On May 4, 2023","What will the West Texas Intermediate oil front-month settle price be for May 4, 2023?",,72012.0
415,58,Financials,WTI-23FEB13,True,WTI,2023-02-13T19:30:00Z,,"On Feb 13, 2023","What will the West Texas Intermediate oil front-month settle price be for Feb 13, 2023?",,71817.0
416,284,Financials,USDJPY-22SEP2818,True,USDJPY,,,"Sep 28, 2022 at 6pm EDT","What will the Yen/USD exchange rate be on Sep 28, 2022 at 6pm EDT?",,71643.0
417,124,Financials,WTI-22OCT17,True,WTI,,,"On Oct 17, 2022","What will the West Texas Intermediate oil front-month settle price be for Oct 17, 2022?",,71568.0
418,23,Economics,U3-21DEC,False,U3,,,Dec 2021,Will the **unemployment rate** (U-3) be above 4.0% in December?,,71426.0
419,144,Financials,WTI-22SEP14,True,WTI,,,"On September 14, 2022","What will the West Texas Intermediate oil front-month settle price be for September 14, 2022?",,71230.0
420,36,Economics,GAS-22AUG29,False,GAS,,,"On Aug 29, 2022","What will the **price of gas** be on August 29, 2022?",,71069.0
421,287,Financials,USDJPY-22SEP2618,True,USDJPY,,,"Sep 26, 2022 at 6pm EDT","What will the Yen/USD exchange rate be on Sep 26, 2022 at 6pm EDT?",,70952.0
422,297,Financials,USDJPY-22SEP1518,True,USDJPY,,,"6 PM EDT on September 15, 2022","What will the Yen/USD exchange rate be on September 15, 2022 at 6 PM?",,70403.0
423,93,Financials,WTI-22DEC08,True,WTI,,,"On Dec 8, 2022","What will the West Texas Intermediate oil front-month settle price be for Dec 8, 2022?",,70296.0
424,38,Financials,EURUSDH-23MAR2715,False,EURUSDH,2023-03-27T19:00:00Z,,"Mar 27, 2023 at 3pm EDT","What will the Euro/USD exchange rate be on Mar 27, 2023 at 3pm EDT?",,70227.0
425,42,Financials,TNOTED-23MAR09,True,TNOTED,2023-03-09T20:25:00Z,,"On Mar 9, 2023","What will the **ten-year Treasury note** rate be on Mar 9, 2023?",,70160.0
426,1,Financials,NASDAQ100W-23MAY19,True,NASDAQ100W,2023-05-19T20:00:00Z,,"On May 19, 2023","What will the value of the Nasdaq-100 be at the end of May 19, 2023",,70133.0
427,56,Financials,WTI-23FEB15,True,WTI,2023-02-15T19:30:00Z,,"On Feb 15, 2023","What will the West Texas Intermediate oil front-month settle price be for Feb 15, 2023?",,70063.0
428,311,Financials,EURUSD-22SEP01-10,True,EURUSD,,,"10 AM EDT on September 01, 2022","What will the Euro/USD exchange rate be on September 01, 2022 at 10 AM?",,69574.0
429,31,Economics,GAS-22OCT10,False,GAS,,,"On Oct 10, 2022","What will the **price of gas** be on October 10, 2022?",,69391.0
430,7,Financials,WTI-23MAY09,True,WTI,2023-05-09T18:30:00Z,,"On May 9, 2023","What will the West Texas Intermediate oil front-month settle price be for May 9, 2023?",,68910.0
431,250,Financials,EURUSD-22OCT2718,True,EURUSD,,,"Oct 27, 2022 at 6pm EDT","What will the Euro/USD exchange rate be on Oct 27, 2022 at 6pm EDT?",,68858.0
432,129,Financials,EURUSD-23FEB0618,True,EURUSD,2023-02-06T23:00:00Z,,"Feb 6, 2023 at 6pm EST","What will the Euro/USD exchange rate be on Feb 6, 2023 at 6pm EST?",,68567.0
433,306,Financials,USDJPY-22SEP0818,True,USDJPY,,,"6 PM EDT on September 08, 2022","What will the Yen/USD exchange rate be on September 08, 2022 at 6 PM?",,68530.0
434,47,Financials,EURUSDH-23MAR1415,False,EURUSDH,2023-03-14T19:00:00Z,,"Mar 14, 2023 at 3pm EDT","What will the Euro/USD exchange rate be on Mar 14, 2023 at 3pm EDT?",,68329.0
435,47,Financials,TNOTED-23MAR02,True,TNOTED,2023-03-02T20:25:00Z,,"On Mar 2, 2023","What will the **ten-year Treasury note** rate be on Mar 2, 2023?",,67994.0
436,66,Financials,WTI-23JAN30,True,WTI,2023-01-30T19:30:00Z,,"On Jan 30, 2023","What will the West Texas Intermediate oil front-month settle price be for Jan 30, 2023?",,67883.0
437,51,Financials,WTI-23FEB27,True,WTI,2023-02-27T19:30:00Z,,"On Feb 27, 2023","What will the West Texas Intermediate oil front-month settle price be for Feb 27, 2023?",,67705.0
438,85,Financials,WTI-22DEC22,True,WTI,2022-12-22T19:30:00Z,,"On Dec 22, 2022","What will the West Texas Intermediate oil front-month settle price be for Dec 22, 2022?",,67489.0
439,2,Financials,GOLD-22OCT0416,True,GOLD,,,"4 PM EDT on Oct 4, 2022 at 4pm EDT","What will the price of gold be on October 04, 2022 at 4 PM?",,66693.0
440,107,Financials,WTI-22NOV15,True,WTI,,,"On Nov 15, 2022","What will the West Texas Intermediate oil front-month settle price be for Nov 15, 2022?",,65641.0
441,38,Financials,TNOTED-23MAR14,True,TNOTED,2023-03-14T19:25:00Z,,"On Mar 14, 2023","What will the **ten-year Treasury note** rate be on Mar 14, 2023?",,65405.0
442,100,Financials,EURUSD-23FEB2818,True,EURUSD,2023-02-28T23:00:00Z,,"Feb 28, 2023 at 6pm EST","What will the Euro/USD exchange rate be on Feb 28, 2023 at 6pm EST?",,65311.0
443,337,Financials,EURUSD-22AUG12-18,True,EURUSD,,,"6 PM EDT on August 12, 2022","What will the Euro/USD exchange rate be on August 12, 2022 at 6 PM?",,65147.0
444,10,Economics,CPIYOY-23JAN,False,CPIYOY,,,January 2023,What will the rate of CPI inflation be for the twelve months ending Jan 2023?,,65061.0
445,82,Financials,EURUSD-23MAR1518,True,EURUSD,2023-03-15T22:00:00Z,,"Mar 15, 2023 at 6pm EDT","What will the Euro/USD exchange rate be on Mar 15, 2023 at 6pm EDT?",,64881.0
446,35,Economics,GAS-22SEP05,False,GAS,,,"On Sep 05, 2022","What will the **price of gas** be on September 05, 2022?",,64181.0
447,8,Economics,U3-23MAR,False,U3,,March 2023,Mar 2023,What will the unemployment rate be in March?,,63017.0
448,1,Economics,PROLLS-23JAN,True,PROLLS,,January 2023,In January 2023,How many jobs will be added in January 2023?,,62880.0
449,44,Financials,TNOTED-23MAR07,True,TNOTED,2023-03-07T20:25:00Z,,"On Mar 7, 2023","What will the **ten-year Treasury note** rate be on Mar 7, 2023?",,62663.0
450,13,Financials,EURUSDH-23MAY0315,False,EURUSDH,2023-05-03T19:00:00Z,,"May 3, 2023 at 3pm EDT","What will the Euro/USD exchange rate be on May 3, 2023 at 3pm EDT?",,62355.0
451,229,Financials,EURUSD-22NOV1518,True,EURUSD,,,"Nov 15, 2022 at 6pm EST","What will the Euro/USD exchange rate be on Nov 15, 2022 at 6pm EST?",,61541.0
452,271,Financials,EURUSD-22OCT1018,True,EURUSD,,,"Oct 10, 2022 at 6pm EDT","What will the Euro/USD exchange rate be on Oct 10, 2022 at 6pm EDT?",,61514.0
453,112,Financials,WTI-22NOV07,True,WTI,,,"On Nov 7, 2022","What will the West Texas Intermediate oil front-month settle price be for Nov 7, 2022?",,61349.0
454,277,Financials,USDJPY-22OCT0518,True,USDJPY,,,"Oct 5, 2022 at 6pm EDT","What will the Yen/USD exchange rate be on Oct 5, 2022 at 6pm EDT?",,60989.0
455,15,Financials,WTI-23APR26,True,WTI,2023-04-26T18:30:00Z,,"On Apr 26, 2023","What will the West Texas Intermediate oil front-month settle price be for Apr 26, 2023?",,60692.0
456,4,Economics,HOMEUS-22JUL,False,HOMEUS,,,In July,How much will single-family home prices rise in the US in July?,,60623.0
457,98,Financials,WTI-22NOV30,True,WTI,,,"On Nov 30, 2022","What will the West Texas Intermediate oil front-month settle price be for Nov 30, 2022?",,60592.0
458,3,Financials,NASDAQ100U-22AUG09,False,NASDAQ100U,,,"On August 09, 2022","What will the value of the Nasdaq-100 be at the end of August 09, 2022",,60417.0
459,208,Financials,USDJPY-22DEC0618,True,USDJPY,,,"Dec 6, 2022 at 6pm EST","What will the Yen/USD exchange rate be on Dec 6, 2022 at 6pm EST?",,60373.0
460,21,Financials,TNOTED-23APR11,True,TNOTED,2023-04-11T19:25:00Z,,"On Apr 11, 2023","What will the **ten-year Treasury note** rate be on Apr 11, 2023?",,60127.0
461,295,Financials,USDJPY-22SEP1918,True,USDJPY,,,"6 PM EDT on September 19, 2022","What will the Yen/USD exchange rate be on September 19, 2022 at 6 PM?",,60121.0
462,16,Financials,WTI-23APR25,True,WTI,2023-04-25T18:30:00Z,,"On Apr 25, 2023","What will the West Texas Intermediate oil front-month settle price be for Apr 25, 2023?",,59985.0
463,9,Economics,CPIYOY-23FEB,False,CPIYOY,,,February 2023,What will the rate of CPI inflation be for the twelve months ending Feb 2023?,,59773.0
464,6,Financials,WTI-23MAY10,True,WTI,2023-05-10T18:30:00Z,,"On May 10, 2023","What will the West Texas Intermediate oil front-month settle price be for May 10, 2023?",,59700.0
465,27,Economics,GAS-22NOV14,False,GAS,,,"On Nov 14, 2022","What will the **price of gas** be on November 14, 2022?",,59646.0
466,54,Financials,WTI-23FEB21,True,WTI,2023-02-21T19:30:00Z,,"On Feb 21, 2023","What will the West Texas Intermediate oil front-month settle price be for Feb 21, 2023?",,59460.0
467,0,Financials,EURO-22JUL01,True,EURO,,,"On July 01, 2022","What will the **Euro/USD exchange rate** be on July 01, 2022?",,59452.0
468,95,Financials,EURUSD-23MAR0310,True,EURUSD,2023-03-03T15:00:00Z,,"Mar 3, 2023 at 10am EST","What will the Euro/USD exchange rate be on Mar 3, 2023 at 10am EST?",,58957.0
469,38,Financials,WTI-23MAR17,True,WTI,2023-03-17T18:30:00Z,,"On Mar 17, 2023","What will the West Texas Intermediate oil front-month settle price be for Mar 17, 2023?",,58924.0
470,22,Economics,U3-22JAN,False,U3,,,Jan 2022,What will the **unemployment rate** be in January?,,58790.0
471,31,Financials,EURUSDH-23APR0515,False,EURUSDH,2023-04-05T19:00:00Z,,"Apr 5, 2023 at 3pm EDT","What will the Euro/USD exchange rate be on Apr 5, 2023 at 3pm EDT?",,58630.0
472,2,Financials,WTIW-23MAY12,True,WTIW,2023-05-12T18:30:00Z,,"On May 12, 2023","What will the West Texas Intermediate oil front-month settle price be for May 12, 2023?",,58336.0
473,48,Financials,WTI-23MAR02,True,WTI,2023-03-02T19:30:00Z,,"On Mar 2, 2023","What will the West Texas Intermediate oil front-month settle price be for Mar 2, 2023?",,58262.0
474,295,Financials,EURUSD-22SEP1518,True,EURUSD,,,"6 PM EDT on September 15, 2022","What will the Euro/USD exchange rate be on September 15, 2022 at 6 PM?",,57979.0
475,69,Financials,WTI-23JAN24,True,WTI,2023-01-24T19:30:00Z,,"On Jan 24, 2023","What will the West Texas Intermediate oil front-month settle price be for Jan 24, 2023?",,57874.0
476,31,Financials,TNOTED-23MAR23,True,TNOTED,2023-03-23T19:25:00Z,,"On Mar 23, 2023","What will the **ten-year Treasury note** rate be on Mar 23, 2023?",,57642.0
477,63,Financials,WTI-23FEB02,True,WTI,2023-02-02T19:30:00Z,,"On Feb 2, 2023","What will the West Texas Intermediate oil front-month settle price be for Feb 2, 2023?",,57404.0
478,323,Financials,USDJPY-22AUG25-10,True,USDJPY,,,"10 AM EDT on August 25, 2022","What will the Yen/USD exchange rate be on August 25, 2022 at 10 AM?",,57116.0
479,28,Financials,WTIW-22OCT28,True,WTIW,,,"On Oct 28, 2022","What will the West Texas Intermediate oil front-month settle price be for Oct 28, 2022?",,56731.0
480,81,Financials,WTI-22DEC29,True,WTI,2022-12-29T19:30:00Z,,"On Dec 29, 2022","What will the West Texas Intermediate oil front-month settle price be for Dec 29, 2022?",,56238.0
481,120,Financials,WTI-22OCT24,True,WTI,,,"On Oct 24, 2022","What will the West Texas Intermediate oil front-month settle price be for Oct 24, 2022?",,55842.0
482,289,Financials,EURUSD-22SEP2118,True,EURUSD,,,"6 PM EDT on September 21, 2022","What will the Euro/USD exchange rate be on September 21, 2022 at 6 PM?",,55050.0
483,143,Financials,WTI-22SEP15,True,WTI,,,"On September 15, 2022","What will the West Texas Intermediate oil front-month settle price be for September 15, 2022?",,54952.0
484,100,Financials,WTI-22NOV28,True,WTI,,,"On Nov 28, 2022","What will the West Texas Intermediate oil front-month settle price be for Nov 28, 2022?",,54747.0
